NODEID,x,y
S99QEPHUT,304909.34398916195,2771994.5860355627
S99RQPJ1R,304951.59695511864,2772152.795038471
S99SEPHLV,304973.93701703846,2771740.7550453306
S9F4CPK6Q,310412.1400016889,2773336.4669669084
S9F2HPK76,310352.4950429078,2773349.751006628
S9GXXPK95,312318.52093793865,2773412.8006132655
S9H1LPKBG,312371.7709808081,2773487.7259583375
S9FV8PKTD,311207.9409633783,2773996.694983558
S9GAUPKR4,311643.4259659469,2773924.177985554
S9G1LPKQU,311347.3859653893,2773916.0900050835
S96WXPKSF,302046.5689763902,2773966.8249871507
S98CMPJXP,303508.5609682087,2773110.967975595
S9960PJ7M,304319.6399601129,2772341.409987329
S99DBPJ98,304555.1367554871,2772392.440043571
S96M0PFW2,301727.9419911784,2769985.884983852
S96LFPFPL,301710.66403385485,2769779.754001658
S96FAPFQ8,301545.30198371824,2769800.4529898497
S96LSPFPR,301722.108035717,2769785.262791971
S9698PFSU,301352.14601028594,2769884.3019654714
S965MPFR6,301236.91799900116,2769830.504964599
S96TSPFPQ,301945.64999714744,2769784.1970592467
S96M3PFT4,301730.2490134819,2769891.69003158
S95X8PFLU,301031.6110046766,2769691.641958948
S95XTPFLF,301050.9470106427,2769679.444951631
S976JPHWR,302289.75303800387,2772057.184038604
S9760PJ48,302272.15814207523,2772232.2621457153
S976JPJ42,302289.35195495636,2772225.9890457266
S97A2PHRE,302401.2459867873,2771886.3289890788
S97M4PHX5,302755.2970002445,2772069.4210337475
S97P3PJEM,302818.17703047994,2772564.7479796116
S97MPPJGS,302774.613029792,2772633.548976686
S97L9PJP9,302728.5829710326,2772841.3620271166
S97LPPJNM,302742.2569987127,2772821.218954846
S97L8PHU5,302727.9290335025,2771972.584957393
S97B4PJ4P,302435.81602822995,2772246.7409609016
S97DLPJ5B,302515.73496377317,2772266.780004472
S97LEPJ06,302733.2899708783,2772102.3620045152
S97F6PJEK,302565.81801768846,2772562.618013657
S97LLPJKF,302739.7140158758,2772719.27904077
S97JXPJWB,302686.2790018479,2773067.4679504125
S97KSPJPA,302713.2189658673,2772841.6230364447
S97JAPJNP,302665.69787120575,2772823.436999055
S96MBPFW1,301738.24099430133,2769984.901977978
S96VDPFPJ,301996.7120125648,2769777.6370324413
S9740PG1F,302207.1650170383,2770095.4200388966
S971MPFNG,302132.8399570996,2769743.637970781
S974GPG3E,302223.39401217736,2770157.900997482
S975UPG3P,302267.5390322103,2770167.11997463
S95SJPGBQ,300881.3899810025,2770423.5889823614
S95SFPGD9,300878.7019668191,2770472.996966149
S95SNPG8F,300885.42101076496,2770318.593018331
S95WCPG52,301003.7569620404,2770209.9499688004
S95WAPG6C,301001.8039503467,2770252.342953279
S95SDPFS0,300876.5310370545,2769856.2989969235
S95UPPFTV,300950.1920317745,2769917.525023236
S95SQPFTV,300888.0160219918,2769917.2639663666
S95W4PG3G,300995.2249738387,2770160.2079951717
S95TXPG2A,300926.47497218597,2770121.89996139
S95UMPG35,300948.87096872175,2770148.9620342907
S95W2PFLG,300993.55600241694,2769679.939987898
S94KFPFGA,299630.231015142,2769545.897002459
S94VEPFC7,299949.36298230186,2769414.5700268988
S94SAPF5H,299849.6189600369,2769201.341958187
S94T2PF8W,299873.1750188502,2769310.266956376
S95N0PGAR,300735.81396137696,2770392.76401108
S95QBPGDE,300810.74995174067,2770478.4880202026
S96ELPJV9,301523.97097612766,2773033.214049781
S96LAPJX3,301705.68704971083,2773091.3560228064
S96FVPJVA,301565.0109784288,2773034.0429918887
S974NPKAS,302229.717028048,2773466.1995228734
S9720PK98,302144.04198969115,2773416.2809973042
S96X1PKD3,302048.91010961233,2773538.8970491597
S975DPKB3,302252.5340145456,2773474.630983207
S971RPKC3,302137.0880115894,2773507.025956933
S96X5PK6J,302052.5810722837,2773329.9689685632
S96WDPK1Q,302028.54399526026,2773176.4900381006
S96Q5PJQ3,301828.3151168448,2772867.162954706
S96LEPJVF,301709.4079849624,2773039.0159852733
S96EGPJPS,301519.28897866927,2772858.302962752
S96R5PJKG,301860.7740298162,2772719.6390170674
S96TGPJBN,301935.91203643737,2772470.1539832028
S96TLPJG8,301939.8670252888,2772616.4749698853
S96TNPJB6,301941.8369510212,2772453.590000682
S96T8PJP9,301928.0949506293,2772841.3667631554
S96X9PJP7,302056.297972385,2772838.6927043856
S9624PJRP,301124.14889104024,2772918.917743588
S96G2PJSX,301569.54702443397,2772959.11897631
S96WWPJ2H,302046.0039567106,2772176.6570456554
S9759PJ45,302248.71203036234,2772228.872959352
S971MPJ6B,302132.7760301709,2772299.1170277456
S96UAPJ93,301961.4850089986,2772387.0559762083
S9702PJ8T,302082.0919577455,2772378.9529680326
S959DPE82,300332.6760156596,2768258.228014466
S94URPDX4,299929.01196374424,2767972.5039726463
S957UPE61,300283.90303060017,2768193.128014683
S97KXPE5K,302718.6340312816,2768178.7459880393
S97G7PE5D,302598.8689589242,2768172.6819830453
S96N5PEKU,301764.6489669667,2768635.5850045606
S96FMPEJ8,301556.95001020184,2768583.9410363967
S96WDPEG2,302028.2110093561,2768514.468022735
S971HPE8W,302128.8219988307,2768285.596985411
S9674PEP0,301283.4359525474,2768736.4440138955
S960VPER0,301084.9060476982,2768800.1989531643
S95V2PEN7,300961.9699625015,2768711.1580225048
S96DLPEKQ,301491.8070032379,2768631.6539515774
S95NBPEGN,300746.414973034,2768534.425023007
S94XVPEUG,300029.10295671324,2768911.993979916
S94VBPEK7,299946.38196498767,2768615.084988303
S94XTPEC7,300026.6629798052,2768390.713041394
S94VNPEJC,299957.8909671738,2768587.6269813427
S94XUPEJC,300027.5479564421,2768588.506968591
S9518PEGD,300071.7189562007,2768525.1979530323
S95CUPF2X,300443.5179731709,2769119.0110264393
S954WPF2X,300189.2019811109,2769118.7680227356
S951UPF5H,300091.2729571599,2769200.9399593943
S951LPF5U,300083.55495357193,2769212.113962515
S94V5PF2H,299940.8619934967,2769105.5020162645
S9577PFGD,300263.0659539317,2769548.9279658725
S956KPFG1,300242.2769562472,2769536.625977671
S9561PFGC,300224.6869516836,2769548.3679863154
S9537PFKM,300134.7010095288,2769652.5780208847
S95L9PFPF,300680.2030303964,2769775.3049562424
S95GHPFKG,300561.1069510523,2769647.638972443
S95NBPFMB,300746.8609599688,2769706.5580356913
S95PQPFPE,300791.99004742975,2769773.6489831945
S95PPPFNU,300790.19695210864,2769756.199990484
S95NUPG3H,300764.0160329002,2770160.8489683243
S95RMPG2Q,300852.91795543156,2770136.2410106338
S95QXPFX2,300831.1519846143,2770018.498969265
S95SEPG73,300878.1250215337,2770274.6980404025
S95PKPGAL,300787.06597271556,2770387.7069715774
S95EPPFSH,300502.26097439765,2769872.6380460667
S95LJPFSA,300689.78400537523,2769866.294020241
S95QAPFTF,300809.52001358476,2769902.945025782
S97WKPJG7,303058.7139972094,2772615.386043696
S97T4PJEJ,302948.0329927456,2772562.4050170705
S98GUPJEQ,303643.28596245777,2772567.5449779127
S97RMPJUX,302900.44700060325,2773022.892976462
S97M2PJWJ,302753.30400757334,2773074.2199887764
S97VSPJUP,303033.6859711869,2773015.0169714647
S97RSPJTP,302905.1679505611,2772983.521047155
S97KWPJS4,302717.97896345565,2772932.2229704177
S9816PMC0,303142.13000523124,2775551.6700481176
S981UPMDE,303163.5569573918,2775598.198984786
S97VCPJ0E,303020.0740335975,2772109.5760170096
S97T0PG73,302943.33995384607,2770275.091955304
S97KGPK56,302704.1340429925,2773285.9990328425
S97K5PJWC,302692.6100022908,2773068.209044422
S97SEPM9D,302925.96894954436,2775468.966017283
S97UCPM8F,302987.5510318455,2775438.5710421894
S97PQPME6,302839.67597077426,2775621.957017475
S9831PMN7,303200.7320155303,2775879.3559838533
S97U1PMDJ,302976.1629867666,2775602.186963715
S97X6PMEF,303077.78996987443,2775631.499005782
S983GPMTW,303215.88404175005,2776061.700004247
S9774PKB2,302307.97500369203,2773473.5470245606
S97AFPKAP,302414.2559940176,2773463.3110287855
S97JPPK1A,302679.07099391904,2773161.832987494
S98C0PHNB,303487.38401589845,2771786.847013825
S99H1PJ6A,304672.3119697618,2772298.0809562104
S99DBPJ8C,304554.8318940714,2772363.641994048
S99HWPJ1G,304701.6750391672,2772144.303044354
S98JNPJEP,303702.1560042389,2772566.7280039713
S9804PE8K,303107.3109855002,2768275.4970356743
S9808PEAR,303111.50908711,2768344.891114307
S986SPEAL,303321.8340392952,2768340.024028618
S987HPE92,303344.6269615911,2768289.6740131257
S981UPEDK,303163.9670210423,2768434.597048512
S97VLPEE8,303027.1950276114,2768455.803954758
S99H4PELJ,304675.64299785043,2768657.98196857
S99B7PETR,304486.9319962716,2768889.0680272793
S99N4PERS,304835.6500183079,2768826.016004617
S99Q6PEL7,304902.1570351139,2768647.213026383
S99NQPEP3,304855.4749726514,2768738.6879660287
S98DDPER4,303532.24189034244,2768803.9741382804
S98GUPEP7,303644.1219720503,2768742.6559714363
S98P3PEM1,303842.9290086269,2768673.1079448503
S987APF58,303337.2979900141,2769191.5929961693
S98AWPF3B,303453.7659618368,2769130.6120489007
S98AHPF65,303440.2120320141,2769221.349044557
S98J7PEV5,303686.6530380322,2768933.275039285
S987APES2,303338.0109733313,2768834.152953778
S986EPFSH,303309.6420457674,2769873.0450404263
S984LPFS3,303251.7350259622,2769859.38295874
S984DPFT2,303245.1110191146,2769889.6940493523
S97T7PFUH,302950.2360000333,2769937.524001212
S97MWPFWU,302782.0655100516,2770011.634440401
S97FMPFWE,302580.984015882,2769998.199032934
S976MPFFR,302293.00596608437,2769528.837007817
S97GTPG19,302618.99601932464,2770089.018971873
S98FSPFQW,303609.77196727245,2769822.3619840257
S97WGPFMK,303055.956970865,2769715.1919644047
S982GPFG3,303183.88004691096,2769539.322990497
S9827PFBE,303174.2319724745,2769389.8140273765
S9853PFM6,303266.9529544903,2769702.317010962
S9847PFS7,303238.2410203739,2769862.892960638
S9848PFQL,303239.5130281782,2769811.698978911
S97FVPFVW,302588.42502216046,2769981.758037926
S97LRPFSS,302744.76301151153,2769881.583017836
S97M3PFTJ,302754.27561238874,2769905.630102239
S97PMPFS7,302836.51395676075,2769863.1959851948
S97SSPFT2,302937.8020002827,2769889.778027789
S97TVPFNW,302972.8450329545,2769758.2979695806
S97Q7PFLT,302854.503988702,2769690.9489555857
S97KUPFE1,302715.9060575687,2769473.478113733
S98AWPFDG,303453.7169779823,2769455.7360113794
S988VPFF1,303388.3550381517,2769505.3640280655
S987TPDSP,303354.17702298117,2767830.8310455135
S98LGPDN5,303759.76413129864,2767684.857925613
S98NMPDRU,303828.38497120276,2767803.613954835
S98TLPDFH,303987.5279958248,2767473.0879674563
S985BPD51,303274.2410283341,2767137.06098863
S970UPE5D,302108.0440768709,2768173.1959510683
S972FPEB8,302158.98602249986,2768359.7162296996
S98V3PBUK,304034.6969793966,2765843.4390339414
S97S4PDTU,302915.45803740434,2767867.5500450674
S97NBPE84,302794.2739812318,2768260.338999079
S97N6PEDG,302789.4209880985,2768432.4520382173
S97UGPEBP,302991.3770013367,2768375.5410103966
S97S6PEDU,302917.2489605456,2768444.1520417714
S97UGPEEP,302991.33200375445,2768471.150978713
S97VJPDS4,303025.6730183412,2767811.934955721
S97TVPDUV,302972.8389754698,2767901.483985679
S98JBPEEB,303690.66297611373,2768459.0180167337
S98NPPEHD,303831.14503984805,2768557.236127046
S98MGPE4R,303791.29003405315,2768153.4509723596
S9A6APDRD,305353.45496514015,2767789.1900458587
S9A46PDTM,305285.30997169774,2767861.4439681894
S9AGRPDHT,305688.90904595715,2767547.4370355275
S9A6RPDNV,305369.02395217965,2767709.0510129463
S98QAPE36,303882.14001625066,2768101.7249748134
S99WHPG7Q,305104.7349615616,2770295.859025755
S98GBPHCM,303626.72396131756,2771477.35895579
S9DKLPBWL,308851.6670091527,2765908.1620193194
S9DWSPBUX,309209.58699935465,2765855.0220060437
S9CXFPBK5,308206.720949787,2765540.9829794886
S9EM7PBHM,309926.68612872524,2765493.5059502865
S9DXKPBV4,309235.155986426,2765860.041030066
S9E0RPC90,309272.5699884361,2766239.8049879964
S9D6VPG5S,308445.0989830912,2770234.420975136
S9DMDPG25,308908.21912745095,2770117.198048529
S9DLBPG1E,308874.6429542026,2770094.278991556
S9D6LPEWG,308435.5630296782,2768975.806004236
S9D52PFB7,308385.5029635011,2769383.458011416
S9CPHPBTG,307952.7421204855,2765808.206029657
S9CQDPBPF,307980.2120152634,2765679.3041326036
S9F67PC6E,310471.03895202343,2766157.8049506987
S9F8MPC6H,310548.87064841884,2766160.646599474
S9CGLP9B9,307731.3469723299,2763241.220963037
S9AVPP97A,306102.25091847015,2763113.6923519564
S9C6PPEA3,307414.3730310423,2768322.923004861
S9BXQPEND,307191.33997702535,2768717.517963205
S99DAPDDN,304553.94604847726,2767414.193023844
S999TPDBQ,304442.5039651314,2767352.2450478426
S993VPD50,304252.89995086467,2767135.9510274194
S98UXPBVA,304030.80698080343,2765866.361048267
S9AK0PEVX,305759.5689666347,2768958.7880384275
S98JEPCT6,303693.5710404914,2766821.8120630714
S99WUPDMA,305115.64198628283,2767657.5720327813
S9AHJPE6E,305713.31195168087,2768205.796990443
S9AAUPE6H,305500.1360327822,2768208.7940324573
S9AP7PE3C,305895.10196762544,2768107.8589738547
S9B5RPDX5,306361.1549874069,2767972.8340018806
S9B5BPE07,306346.60196956655,2768007.4180416125
S9B0FPE1C,306190.47700213094,2768043.9849896654
S9AXGPE9C,306159.98497646896,2768299.8790053143
S9AX5PECN,306148.9319820762,2768406.003977812
S9B3LPEEW,306291.56595667073,2768477.699024068
S9B53PETX,306338.46297290246,2768895.015953745
S9A57PE59,305318.7100144447,2768168.778984048
S9A3LPE8U,305268.14499895903,2768284.1430431237
S9A0JPEFE,305169.5499987417,2768493.6330085457
S9A4LPER4,305299.7029745426,2768804.474968875
S99RHPEL5,304944.57204264525,2768644.7880361415
S9A4PPESH,305302.2200426804,2768849.277003887
S9AE2PDVC,305601.88397416833,2767916.177950891
S9ACPPDMX,305558.7550365499,2767679.0240236158
S99WHPF4A,305104.45601776673,2769162.381031117
S99N7PF0B,304838.46809338784,2769035.1830149614
S99KHPF4D,304752.50801537797,2769165.342034482
S99M7PF5T,304806.1719885925,2769210.7729878174
S99NUPF0B,304859.4659942979,2769034.8630252397
S99Q6PFAF,304901.2219963038,2769359.1830262197
S9DG6PGED,308741.64407233405,2770509.5000205506
S9DBVPGBV,308604.4709976807,2770428.794043133
S9E93PGXH,309538.92853294616,2771057.0246517602
S9DWCPGML,309195.30898801144,2770740.0480024097
S9DRFPGM4,309038.677979072,2770724.0909880055
S9DSRPGEC,309080.877966645,2770508.426011467
S9EMLPH0L,309939.36204446526,2771092.4619947355
S9GQFPGX7,312078.1840625667,2771046.943034064
S9GQ5PGX8,312068.3989730527,2771048.278035664
S9GFRPGUG,311800.6749963841,2770959.773001972
S9741PKL3,302208.61704160436,2773762.743036349
S96WUPKMA,302043.4140069634,2773801.835950078
S976MPKCW,302292.1830400802,2773534.165031292
S97BNPLSW,302453.63303649134,2775005.881951439
S97L7PM1Q,302726.35001915635,2775224.488034819
S97FXPLXH,302590.76802345616,2775152.6970478306
S9775PKE5,302308.829990944,2773573.0710400436
S96WMPM9K,302036.3170370176,2775474.7290389934
S974RPMB3,302232.41597834474,2775522.926952525
S97A8PMBA,302407.1699859319,2775530.373039498
S978BPMC1,302346.8820470749,2775553.027978064
S97G0PM31,302592.088963228,2775264.869973476
S97MJPM31,302769.79495788243,2775265.099025535
S97JEPM2G,302670.1329615555,2775248.3479691227
S97FSPMAL,302585.32001689443,2775508.397981054
S97MTPMK5,302778.1600242961,2775780.9820298534
S97QDPMKT,302860.3809770628,2775802.605972245
S97P9PMP5,302824.4090303135,2775909.3410298
S97N3PMHM,302786.4569924987,2775732.7290415554
S97FDPMBS,302572.81204313954,2775546.30396947
S979CPNWH,302379.91898898093,2777168.9989594542
S979DPNW9,302380.3359745356,2777161.4969524746
S96RJPP8X,301874.0559566491,2777502.7099874928
S96LCPPCR,301707.4295170121,2777625.3722833386
S96HLPPH1,301619.40491234505,2777760.9838596997
S96FUPP85,301563.3869643871,2777476.9099959317
S96HGPPB8,301615.9259875889,2777576.195019876
S979FPND6,302382.2070052621,2776614.519985403
S97A8PN9U,302408.07995279174,2776508.1429775343
S97KFPN57,302702.3700191817,2776358.5499761235
S97J1PN9E,302656.7180128343,2776494.469013431
S97EGPNCS,302543.31500686536,2776602.4640195156
S97K1PN4N,302688.58802420716,2776342.519989047
S97E8PNCT,302535.50404014403,2776602.8880466213
S97DRPNA6,302520.35603269236,2776517.8250203854
S97FPPN0F,302582.36101398617,2776207.0579643804
S97DGPN0A,302511.7019639274,2776201.768991605
S97FFPMVE,302574.51503994566,2776109.939988467
S965LPMWW,301235.87896702567,2776158.3890028307
S963UPMSF,301179.5029637361,2776015.1079724366
S95XXPMS3,301054.3989552787,2776002.8769952883
S9622PMS8,301121.4769552573,2776007.832027771
S9615PMVW,301092.89804784476,2776126.31796503
S963GPMXA,301167.79102873243,2776170.2619857844
S94SAPPUW,299849.53798636945,2778141.553970655
S95MMPQAU,300724.5370483593,2778588.1280475985
S95HTPQ7J,300602.9999505656,2778481.691016343
S95T0PQ18,300896.0109787482,2778280.114036099
S95AAPNTE,300361.6434111359,2777070.337599808
S956FPRLM,300238.42699723825,2779925.3709550467
S95A3PR85,300355.06999699114,2779524.846049198
S9583PRDJ,300290.56603073614,2779697.689986421
S956UPRHD,300251.56200067914,2779821.3559691105
S956GPRGF,300239.502007623,2779791.289045544
S95D8PRET,300455.67500668764,2779739.4510248173
S95EDPRJA,300492.5960338712,2779850.113046346
S95DPPRN9,300470.3020311395,2779977.2439862895
S94WVPR1X,299996.564004515,2779326.851043946
S94JRPR2H,299608.46189049474,2779344.6958603407
S95HCPNV2,300587.69196330145,2777121.760955564
S95LFPNWC,300686.56001328107,2777163.6070181574
S95CCPNU5,300427.7089312107,2777092.9016769696
S95ACPNT6,300363.84538740607,2777061.753700264
S95ACPR30,300363.2669985512,2779360.377013749
S958JPR19,300305.7969833713,2779305.019021253
S95CCPR02,300427.19701929373,2779265.876957729
S95DXPQVK,300479.0310141845,2779187.5280319536
S940SPR33,299033.50601176335,2779363.500034708
S94PAPNHA,299753.1790181523,2776746.231993756
S9C6APM9F,307401.614062698,2775471.160005604
S9A01PNFU,305152.9829874966,2776700.19898875
S9A2EPNK9,305230.1000005895,2776809.492038747
S9A3LPNHA,305267.9589511243,2776746.489990276
S99X5PNHM,305124.507033109,2776757.1869556597
S9AR9PNMW,305961.1129623391,2776893.630001339
S9APJPN91,305905.4450476539,2776480.7530134455
S9ECUPLEF,309659.84415876586,2774606.8850079104
S9ED5PLM8,309668.52601161937,2774823.8040138492
S9ECSPLPA,309657.8819770278,2774890.45196167
S9EFJPLT2,309745.78200789035,2775010.159985507
S9DURPL5F,309145.05306397734,2774319.1840239353
S9E67PLRM,309446.85199599364,2774965.2629768243
S9DG8PM5C,308743.7710308558,2775339.6380175757
S9CJ2PM72,307777.32697088504,2775393.833993557
S9CH7PMBQ,307750.2990025978,2775544.009023931
S9DUHPL4T,309136.95398396277,2774299.0130031267
S99HWPJ2P,304702.1150156734,2772183.184006559
S99SPPHK1,304982.42995249404,2771680.8440099144
S9F9SPK6P,310585.51812245697,2773335.1339617437
S9F3WPK6G,310397.3090239211,2773328.243028169
S9H1QPKBR,312375.58706289565,2773497.4679735587
S9FTMPKU4,311157.1191057671,2774020.5009957543
S9FVMPKSS,311220.37646691693,2773978.5436983556
S973KPKTL,302195.10801758623,2774004.4870443665
S96LTPFPG,301723.11003800755,2769776.499995937
S96LHPFP0,301712.50003885396,2769760.2540106974
S96EWPFNH,301534.1159938261,2769744.8720242465
S96BHPFRU,301424.3220381157,2769851.9240372702
S96F9PFNG,301544.38699692476,2769743.592018808
S96TNPFNW,301941.2670017534,2769758.0597761525
S965GPFQ1,301231.41000744666,2769793.5219851215
S967FPFQM,301294.298011913,2769813.496034102
S95WLPFL7,301011.2580073818,2769670.7009803667
S95X7PFL0,301030.9340119702,2769663.827970705
S95X8PFKD,301031.63101713394,2769644.7669780273
S976JPJ0B,302289.26901341387,2772106.7379821343
S9762PJ7V,302273.6647814076,2772348.93640709
S976JPJ4B,302289.5839507486,2772234.838035509
S979GPJ4F,302384.10600232356,2772239.533990738
S976HPJ39,302288.34406648413,2772201.321974355
S97AJPHSR,302417.8039752133,2771929.191033178
S97PSPJEL,302841.69004163804,2772564.396968127
S97MDPJKE,302764.1840260697,2772718.4800279303
S97LAPHVH,302729.7480118905,2772017.3460046854
S97B3PJ50,302435.08102333115,2772255.7729508253
S97B7PJ35,302438.31195416657,2772197.307016685
S97CSPJ57,302489.44095059595,2772263.191019591
S97LCPHWT,302731.3809917625,2772058.955955702
S97FAPJGT,302570.07804158673,2772635.4629852017
S97E1PJEK,302528.93700013304,2772563.3050315157
S97JNPJWA,302677.366001217,2773066.424958839
S97K2PJST,302689.5039303121,2772954.6703496026
S97J7PJPB,302662.28304826206,2772842.9509665803
S97EJPJNT,302545.38002775644,2772827.5029678755
S96VAPFNP,301993.46301743574,2769751.4990488286
S9746PG1E,302213.54002047924,2770093.8390371474
S9720PFND,302143.7279616679,2769741.176966483
S971TPFMT,302139.15096348955,2769723.035978961
S974NPG3C,302229.7580156617,2770156.2759958175
S975FPG3F,302254.4521273767,2770158.846084441
S95S7PGBN,300871.0569793659,2770422.2009912706
S95W7PG41,300998.171969758,2770177.3879860877
S95XCPG4V,301036.0449691181,2770205.146046182
S95V3PG6K,300962.4890412324,2770259.44598083
S95R7PFQQ,300839.0980425859,2769815.9000369073
S95SAPFRF,300873.1760414313,2769838.634005732
S95TAPG2E,300906.1279675406,2770125.9669749234
S95UPPG3F,300950.26896623004,2770159.0500293244
S95UWPFKL,300957.845004933,2769652.063021459
S950HPFER,300049.0019577867,2769497.4059793297
S94V9PFD2,299944.5029723739,2769441.7150305025
S94TDPF4C,299884.8199734073,2769164.338041274
S94TTPF9P,299898.4720099449,2769335.1230466045
S96MWPJX5,301757.3619506858,2773093.236046938
S96L9PK0N,301704.9320154769,2773142.5089577893
S96K2PJVE,301665.3599829834,2773037.567048296
S96G0PJTV,301567.71500586526,2772989.307042254
S9757PKAS,302246.2270249232,2773465.941005441
S96X0PKG5,302047.51113334234,2773637.196998592
S976KPKB2,302291.121006968,2773473.877042369
S971SPKD0,302137.4009862207,2773536.0300094145
S96XBPK3M,302058.88714569533,2773237.1350023323
S96WCPK0M,302027.37402412045,2773140.743992887
S96XFPK1Q,302062.99999603804,2773175.890988374
S96TLPJQ0,301939.2100346387,2772864.3740161275
S9625PJRW,301124.85198767186,2772926.413035004
S96X9PJPV,302056.9659544922,2772860.6539705778
S96RGPJKB,301871.6960355474,2772714.9070105623
S96URPJC1,301977.012940449,2772481.4183237604
S96VAPJGC,301993.5240361949,2772619.606004369
S96U7PJ9C,301958.8330010136,2772396.1579657486
S96SUPJNA,301915.5539724918,2772810.0260234703
S96W8PJP7,302024.0510668881,2772839.3547442905
S9725PJP5,302148.39699180407,2772836.849004653
S961BPJRT,301098.42219609366,2772923.202976409
S9619PJRN,301097.0576871844,2772918.3173851934
S9754PJ51,302243.5490138818,2772256.553029896
S9725PJ6N,302149.12503394054,2772310.468007971
S970MPJ93,302100.51495727676,2772387.2670370564
S9594PE87,300324.0640178001,2768263.3120146925
S95B5PEB4,300389.1300009776,2768356.2810096936
S94UGPDXM,299919.6849645001,2767989.0599748096
S958PPE7G,300310.7460218361,2768240.1730149873
S97M5PE6T,302756.34095640184,2768219.3540434144
S97FHPE5J,302576.5310459712,2768177.9509981237
S96NTPELT,301786.94497187476,2768667.3259783187
S96XSPEF6,302073.52201572986,2768486.098013401
S9721PEB9,302144.92071468045,2768361.3208392444
S970HPE5J,302096.39327475894,2768178.3122538887
S9669PEPR,301256.938950462,2768761.5300116525
S95XUPES7,301051.66204245633,2768839.197950806
S95R5PELS,300836.5419734092,2768666.4669727855
S96E3PEMC,301506.93100529857,2768684.091020747
S95NNPEJ3,300757.8799758854,2768578.646012538
S9509PETM,300040.8869650501,2768884.8159759603
S950APEAG,300041.49298270623,2768336.4920328995
S94UPPEHW,299926.9179739337,2768574.010984547
S950TPEK4,300058.54404918174,2768612.2849657782
S952RPEH5,300121.0260455764,2768549.324047652
S95ETPF32,300506.32497448544,2769122.055998704
S95ARPF38,300376.475972788,2769128.2829508143
S954VPF47,300188.1609687653,2769159.079021519
S951WPF5P,300094.07595508,2769207.1839582096
S952JPF80,300113.7040313641,2769279.897049151
S94UUPF2U,299931.19798989396,2769116.3180204453
S95F2PFFT,300513.90097771975,2769531.239031159
S9570PFG0,300255.79295713495,2769536.377970559
S954LPFC6,300180.1129903243,2769413.9090151284
S9536PFFH,300133.5529546872,2769520.934035374
S9541PFG4,300160.89795025956,2769540.0930204964
S952DPFKH,300108.681008857,2769648.7010362893
S95LPPFPF,300694.43503255345,2769775.142046922
S95F7PFGU,300518.20597054146,2769563.732023341
S95DWPFKA,300477.1889410597,2769642.205026699
S95LFPFMU,300686.4910463419,2769723.697968894
S95PUPFLX,300795.8569703454,2769694.663008403
S95PQPFQK,300792.05203698657,2769810.561970214
S95Q1PFP4,300800.5659513076,2769764.409980807
S95MKPFPH,300722.89603623317,2769777.002027553
S95QDPFN4,300812.96796213725,2769732.4539840315
S95QAPG31,300810.1100453907,2770145.3630392523
S95RRPG3C,300856.45395064226,2770155.6690008827
S95S6PG5P,300870.1160322824,2770230.580962946
S95QMPGB2,300820.5129750996,2770402.212039485
S95M4PFS9,300708.0290085162,2769865.1970081897
S95PXPFRM,300798.6710282247,2769845.092953637
S97RHPJEL,302896.5109676917,2772563.5800413853
S9824PMD9,303171.2671353211,2775593.495071989
S9837PMN8,303206.6940042657,2775879.6039778176
S97QLPMD2,302867.6719977161,2775586.3109738836
S984QPN2A,303255.3099800875,2776265.8259592126
S97TRPMER,302968.86697961943,2775641.0680209603
S97XFPMF4,303086.5569952005,2775652.2260232423
S984EPN24,303246.1299867006,2776260.1149594616
S9774PKAR,302307.5510134505,2773464.9810408065
S9775PKCW,302308.5620353745,2773533.8700126796
S97VWPEAH,303037.8940339986,2768336.712981894
S97X2PEBV,303073.75595964195,2768381.1871376685
S986XPEBV,303326.7080383803,2768381.0340199075
S981VPEDN,303164.28202110616,2768438.0840475014
S97U5PEG8,302980.42999819416,2768519.6199708283
S99C4PEUW,304515.5419886939,2768926.42503061
S99N5PEUR,304836.9269617533,2768920.7899545147
S99NRPERS,304856.65731994144,2768826.351012988
S989UPERD,303419.6180243459,2768812.776306963
S98GQPEMR,303640.0369832427,2768697.069976057
S98P2PELN,303841.80001177586,2768662.3980449513
S9872PF3E,303329.3749995529,2769133.6600094256
S987EPF6H,303342.07998261706,2769233.1579872956
S985PPF5G,303286.4289635994,2769200.2480183146
S98AWPF32,303453.5489640305,2769121.6690500453
S98AFPF7C,303438.78502138105,2769260.462040452
S98J6PEX3,303685.2940182284,2768995.229038516
S985MPES7,303284.17904218857,2768838.7764856364
S9879PERM,303337.1588759497,2768820.789756475
S9867PFRN,303302.59204709175,2769846.1289513507
S97MMPFVN,302772.2986107981,2769974.380662026
S97G2PFW7,302593.92502321117,2769991.272030826
S97FGPFW5,302575.67301489715,2769988.8830398675
S979GPFJV,302383.6589908101,2769629.227013276
S9769PFFH,302280.2109611228,2769520.981017747
S979VPFJP,302396.7409977473,2769622.791010306
S9763PFGL,302274.5459559089,2769556.17500505
S977BPFEQ,302314.9939783735,2769496.002010973
S97GLPG0B,302611.3830204187,2770059.5209896006
S98EFPFPQ,303566.572957335,2769783.6090052077
S982CPFF7,303179.455950638,2769511.4929981623
S983UPFB5,303227.2909975155,2769381.213808573
S981CPF68,303147.4019924482,2769223.7279770602
S981RPFBG,303160.4689660104,2769392.0450321934
